,,,,,,,Flood Characteristics,,,,Impact Category,,,Area,,,,,,,,,,
1258,M1258,1980,October,0,Northern Ireland,Occurred at places,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1259,M1259,1980,October,0,Northern Wales & North-Western England,Widespread,Persistent Heavy Rainfall,T,1,MET,1,,,1,,1,,,1,,,,,
1260,M1260,1980,November,0,Cumbria,,Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1261,M1261,1980,December,0,Western Scotland,,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1262,M1262,1981,January,0,Western Scotland,,Rainfall & Snowmelt,T,1,MET,1,,,,,1,,,,,1,,,
1263,M1263,1981,February,0,,,,,,MET,,,,,,,,,,,,,,
1264,M1264,1981,March,0,Southern Wales & South-Western England,Widespread with homes evacuated & villages isolated & railway line cut,Exceptionally Heavy Rainfall,T,1,MET,1,,,1,,1,,,,,,,1,
1265,M1265,1981,March,0,Northern & Western Wales,,Heavy Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1266,M1266,1981,April,0,Western Sussex,,Extremely Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1267,M1267,1981,April,0,Eastern Midlands & Eastern England & East Anglia esp. Norwich & Lincolnshire,Widespread with Norwich & Lincolnshire floods worst since 1947,Rainfall,T,1,MET,,1,,1,1,,1,1,,,,1,,
1268,M1268,1981,May,0,Western Glasgow (Scotland),Severe,Violent Thunderstorms,T,1,MET,,1,,,,,,,,,1,,,
1269,M1269,1981,June,0,Southern England & London & Corby,Widespread Localised flooding,Rainfall,T,1,MET,1,,,1,,,1,,,,,1,,
1270,M1270,1981,July,0,London & some places,Severe with King's Cross Station closed for several hours,Storms,T,1,MET,,1,,1,,,,,,,,1,,
1271,M1271,1981,August,0,London & some places,Severe with King's Cross Station closed for the second time within a month,Rainfall,T,1,MET,,1,,1,,,,,,,,1,,
1272,M1272,1981,September,0,Southern Wales,,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1273,M1273,1981,September,0,Dorset,,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1274,M1274,1981,September,0,[Unspecified] Many areas,,Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1275,M1275,1981,October,0,Southern Scotland & Northern England & Isle of Man & North-Western Wales,,Rainfall,T,1,MET,1,,,1,,1,,1,1,,1,,,
1276,M1276,1981,October,0,Northern Ireland,,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1277,M1277,1981,October,0,Wales,,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1278,M1278,1981,October,0,Cumbria,,Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1279,M1279,1981,November,0,Snowdonia (Wales),Several roads & Llandudno to Blaenau Ffestiniog railway line closed,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1280,M1280,1981,December,0,Devon & Cornwall,Widespread,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1281,M1281,1981,December,0,South-Western & Central Britain,,Rainfall & Snowmelt,T,1,MET,1,,,1,1,1,1,,,1,,,1,
1282,M1282,1981,December,0,Avon & Somerset,Severe with thousands of livestock drowned,Abnormally high Tides,C,1,MET,,1,,1,,,1,,,,,,1,
1283,M1283,1982,January,0,Northern Yorkshire & Gloucestershire,Worst floods since 1947 in Yorkshire & since 1969 in Gloucestershire,Rainfall & Snowmelt,T,1,MET,,1,,1,,,1,1,,,,,,
1284,M1284,1982,January,0,Eastern & Southern Scotland & Northern England,,Heavy & prolonged Rainfall,T,1,MET,1,,,1,,,,1,1,,1,,,
1285,M1285,1982,February,0,,,,,,MET,,,,,,,,,,,,,,
1286,M1286,1982,March,0,Angus & Dumfriesshire (Scotland),,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1287,M1287,1982,March,0,Thames Valley,,Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1288,M1288,1982,March,0,York,,Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1289,M1289,1982,April,0,,,,,,MET,,,,,,,,,,,,,,
1290,M1290,1982,May,0,,,,,,MET,,,,,,,,,,,,,,
1291,M1291,1982,June,0,England,Severe Localised flooding with 4 boys drowned in flooded stream & 9 others reported drowned (Loss of life),Thunderstorms,T,1,MET,,,1,1,1,,1,1,1,,,1,1,
1292,M1292,1982,July,0,Bruton (Somerset),Flooding up to 3m deep with cars swept away & bridges damaged,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1293,M1293,1982,July,0,Chawleigh (Devon),Severe,Rainfall,T,1,MET,,1,,1,,,,,,,,,1,
1294,M1294,1982,July,0,Birmingham,Severe,Rainfall,T,1,MET,,1,,1,,,1,,,,,,,
1295,M1295,1982,August,0,Todmorden (Western Yorkshire),Severe Localised flooding,Rainfall,T,1,MET,,1,,1,,,,1,,,,,,
1296,M1296,1982,September,0,Eastern England esp. Norfolk,Localised Flooding,Rainfall,T,1,MET,1,,,1,1,,,1,,,,1,,
1297,M1297,1982,September,0,Isle of man,An aquarium & hundreds of tropical fish washed away,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1298,M1298,1982,October,0,Gateshead,,Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1299,M1299,1982,October,0,Bournemouth,,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1300,M1300,1982,October,0,Dumfries (Scotland),,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1301,M1301,1982,November,0,Roch (Wales),,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1302,M1302,1982,November,0,Lkanrwst (Wales),,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1303,M1303,1982,December,0,South-Western Scotland & Lake district,Considerable,Heavy Rainfall,T,1,MET,1,,,1,,,,,1,,1,,,
1304,M1304,1982,December,0,Southern Britain,Flooding in places,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1305,M1305,1982,December,0,,,,,,MET,,,,,,,,,,,,,,
1306,M1306,1983,January,0,England East coast,Some flooding with the Thames barrier being raised for the first time,Strong gales & very high spring Tides,C,1,MET,1,,,1,1,,,1,,,,1,,
1307,M1307,1983,February,0,,,,,,MET,,,,,,,,,,,,,,
1308,M1308,1983,March,0,,,,,,MET,,,,,,,,,,,,,,
1309,M1309,1983,April,0,,,,,,MET,,,,,,,,,,,,,,
1310,M1310,1983,May,0,[Unspecified] Some places,,Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1311,M1311,1983,June,0,North-Eastern Midlands & East Anglia,Localised flooding,Thunderstorms,T,1,MET,1,,,1,1,,1,,,,,,,
1312,M1312,1983,June,0,[Unspecified] Some places,Localised flooding,Hail,T,1,MET,1,,,,,,,,,,,,,1
1313,M1313,1983,June,0,Southern Wales & Devon to Surrey & Western Sussex,,Thunderstorms,T,1,MET,1,,,1,,1,,,,,,1,1,
1314,M1314,1983,July,0,[Unspecified] Many places,Severe Localised flooding,Heavy Rainfall,T,1,MET,,1,,,,,,,,,,,,1
1315,M1315,1983,August,0,South-Eastern England,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1316,M1316,1983,September,0,Northern Wales,Localised flooding,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1317,M1317,1983,October,0,Southern Wales,Trains delayed,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1318,M1318,1983,November,0,,,,,,MET,,,,,,,,,,,,,,
1319,M1319,1983,December,0,Loch Maree (Scotland),2 people & 18 sheep airlifted to safety & roads blocked,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1320,M1320,1983,December,0,England South Coast,Much of the Southern coast flooded [widespread],High Tides & gales,C,1,MET,1,,,1,,,,,,,,1,1,
1321,M1321,1983,December,0,Glasgow (Scotland),Occupants of ground floor flats rescued after flooding,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1322,M1322,1984,January,0,Devon & Somerset,Particularly bad,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1323,M1323,1984,February,0,,,,,,MET,,,,,,,,,,,,,,
1324,M1324,1984,March,0,,,,,,MET,,,,,,,,,,,,,,
1325,M1325,1984,April,0,,,,,,MET,,,,,,,,,,,,,,
1326,M1326,1984,May,0,,,,,,MET,,,,,,,,,,,,,,
1327,M1327,1984,June,0,East Anglia,Considerable,Thunderstorms,T,1,MET,1,,,1,1,,,,,,,,,
1328,M1328,1984,July,0,Carrickfergus in County Antrim (NI),Considerable,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1329,M1329,1984,August,0,,,,,,MET,,,,,,,,,,,,,,
1330,M1330,1984,September,0,,,,,,MET,,,,,,,,,,,,,,
1331,M1331,1984,October,0,Suffolk & Essex & South-Western London,,Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,,
1332,M1332,1984,November,0,Southern & Western England & Wales,Widespread flooding,Sea Gales,C,1,MET,1,,,1,,1,1,,1,,,1,1,
1333,M1333,1984,December,0,,,,,,MET,,,,,,,,,,,,,,
1334,M1334,1985,January,0,,,,,,MET,,,,,,,,,,,,,,
1335,M1335,1985,February,0,,,,,,MET,,,,,,,,,,,,,,
1336,M1336,1985,March,0,,,,,,MET,,,,,,,,,,,,,,
1337,M1337,1985,April,0,South coast England,Roads closed in Hampshire & Western Sussex & extensive flooding in South-West,High winds & spring Tide,C,1,MET,1,,,1,,,,,,,,1,1,
1338,M1338,1985,May,0,Dundee (Scotland),,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1339,M1339,1985,June,0,Thames Valley,Many houses & roads flooded,Violent Thunderstorms & Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1340,M1340,1985,June,0,Bournemouth,Centre flooded,Hailstorm,T,1,MET,1,,,1,,,,,,,,,1,
1341,M1341,1985,July,0,Norwich,Theatre Royal flooded causing £20000 of damage,Rainfall,T,1,MET,1,,,1,1,,,,,,,,,
1342,M1342,1985,August,0,Jersey,,Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1343,M1343,1985,September,0,,,,,,MET,,,,,,,,,,,,,,
1344,M1344,1985,October,0,,,,,,MET,,,,,,,,,,,,,,
1345,M1345,1985,November,0,,,,,,MET,,,,,,,,,,,,,,
1346,M1346,1985,December,0,Southern England & Western England,Roads impassable with many homes in the West flooded & thousands of hectares of farmland under water,Rainfall,T,1,MET,1,,,1,,,1,,1,,,1,1,
1347,M1347,1986,January,0,Scotland & Northern England,Widespread,Sudden thaw,T,1,MET,1,,,1,,,,1,1,,1,,,
1348,M1348,1986,January,0,Tewkesbury (Gloucestershire),Extensive,Heavy Rainfall,T,1,MET,1,,,1,,,1,,,,,,,
1349,M1349,1986,January,0,Chipping Sodbury (Gloucestershire),Main railway line flooded,Rainfall,T,1,MET,1,,,1,,,1,,,,,,,
1350,M1350,1986,February,0,,,,,,MET,,,,,,,,,,,,,,
1351,M1351,1986,March,0,,,,,,MET,,,,,,,,,,,,,,
1352,M1352,1986,April,0,,,,,,MET,,,,,,,,,,,,,,
1353,M1353,1986,May,0,Midlands & Southern England,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,1,,,,,1,1,
1354,M1354,1986,June,0,Torquay (Devon) & Southern Wales,Flash flooding with several streets 1m under water & Widespread flooding,Thundery Rainfall,T,1,MET,1,,,1,,1,,,,,,,1,
1355,M1355,1986,July,0,Kent,,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1356,M1356,1986,August,0,South-Western Wales,Houses & roads flooded with evacuation & Widespread damage,Storms,T,1,MET,1,,,,,1,,,,,,,,
1357,M1357,1986,September,0,,,,,,MET,,,,,,,,,,,,,,
1358,M1358,1986,October,0,Southern Wales,Roads & houses flooded,Torrential Rainfall & gales,T,1,MET,1,,,,,1,,,,,,,,
1359,M1359,1986,November,0,Southern England,Homes flooded,Heavy Rainfall & gales,T,1,MET,1,,,1,,,,,,,,1,1,
1360,M1360,1986,November,0,Devon & Cornwall & Southern Wales,Roads blocked & thousands of hectares of farmland under water,Heavy Rainfall,T,1,MET,1,,,1,,1,,,,,,,1,
1361,M1361,1986,November,0,Southern England & Wales,Hundreds of hectares of farmland under water in Eastern Sussex & Portsmouth,Severe storms,T,1,MET,1,,,1,,1,,,,,,1,1,
1362,M1362,1986,November,0,Mid Glamorgan (Scotland),Houses cut off by floodwater,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1363,M1363,1986,December,0,Northern & Western Wales,Floods cut off villages & blocked roads & damage,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1364,M1364,1987,January,0,Mid-Wales,Roads cut off,Torrential Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1365,M1365,1987,February,0,,,,,,MET,,,,,,,,,,,,,,
1366,M1366,1987,March,0,Northern Wales,Many roads closed due to flooding,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1367,M1367,1987,April,0,Exeter & Devon & Cornwall,Considerable,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1368,M1368,1987,April,0,Borders (Scotland),Localised flooding,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1369,M1369,1987,May,0,,,,,,MET,,,,,,,,,,,,,,
1370,M1370,1987,June,0,Southern areas,Many roads flooded,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1371,M1371,1987,June,0,London & South-Eastern England,Roads flooded & extensive flooding & Severe traffic distruption at Suffolk,Thunderstorms,T,1,MET,,1,,1,,,,,,,,1,,
1372,M1372,1987,July,0,Epping (Essex),Localised flooding of > 1m depth left some stranded in homes,Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1373,M1373,1987,August,0,Highlands (Scotland),Roads impassable due to flooding,Rainfall & storms,T,1,MET,1,,,,,,,,,,1,,,
1374,M1374,1987,August,0,Southern & Western Yorkshire,Distruption to traffic,Thunderstorm,T,1,MET,1,,,1,,,,1,,,,,,
1375,M1375,1987,August,0,Eastern & Northern England & Midlands,Roads closed due to flash floods,Thunderstorms,T,1,MET,1,,,1,1,,1,1,1,,,1,,
1376,M1376,1987,September,0,Southern Midlands,,Heavy Rainfall,T,1,MET,1,,,1,,,1,,,,,,,
1377,M1377,1987,October,0,Southern & Eastern England,Widespread & Severe,Rainfall,T,1,MET,,1,,1,1,,,1,,,,1,1,
1378,M1378,1987,October,0,Western & Northern Wales,Widespread with flood water causing bridge damage resulting in 4 deaths on a derailed train at Glanryhd (Loss of life),Strong winds & substantial Rainfall,T,1,MET,,,1,,,1,,,,,,,,
1379,M1379,1987,October,0,Northern Ireland,Extensive,Torrential Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1380,M1380,1987,November,0,,,,,,MET,,,,,,,,,,,,,,
1381,M1381,1987,December,0,,,,,,MET,,,,,,,,,,,,,,
1382,M1382,1988,January,0,Southern England incl. Gloucestershire & Wiltshire & Essex & Kent,,Torrential Rainfall,T,1,MET,1,,,1,,,1,,,,,1,,
1383,M1383,1988,February,0,,,,,,MET,,,,,,,,,,,,,,
1384,M1384,1988,March,0,,,,,,MET,,,,,,,,,,,,,,
1385,M1385,1988,April,0,,,,,,MET,,,,,,,,,,,,,,
1386,M1386,1988,May,0,Clwyd (Wales),Localised flooding,Heavy Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1387,M1387,1988,May,0,Thames Valley & North-Western London,Widespread,Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,,
1388,M1388,1988,June,0,,,,,,MET,,,,,,,,,,,,,,
1389,M1389,1988,July,0,,,,,,MET,,,,,,,,,,,,,,
1390,M1390,1988,August,0,,,,,,MET,,,,,,,,,,,,,,
1391,M1391,1988,September,0,,,,,,MET,,,,,,,,,,,,,,
1392,M1392,1988,October,0,Liverpool & the Wirrel (Merseyside),2m deep in places,Heavy Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1393,M1393,1988,October,0,County Down (NI),Some roads blocked,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1394,M1394,1988,November,0,,,,,,MET,,,,,,,,,,,,,,
1395,M1395,1988,December,26,Bidston (Merseyside),Some roads flooded,Heavy Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1396,M1396,1989,January,13,Upper Spey (Northern Scotland),,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1397,M1397,1989,February,5,Western Highlands (Scotland),Bridges & roads & farmland affected over a large area with a bridge swept away,Torrential & prolonged Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1398,M1398,1989,March,0,,,,,,MET,,,,,,,,,,,,,,
1399,M1399,1989,April,13,Essex,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1400,M1400,1989,April,11,Kent,Dozens of houses flooded,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1401,M1401,1989,May,19,Halifax (Western Yorkshire),Flash flood caused considerable damage,Thunderstorms,T,1,MET,1,,,1,,,,1,,,,,,
1402,M1402,1989,May,23,Central & Southern & Northern England & Midlands,,Thunderstorms,T,1,MET,1,,,1,1,,1,1,1,,,1,1,
1403,M1403,1989,June,5,Surrey,,Thundery Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1404,M1404,1989,July,6,[unspecified] Several areas,,Heavy Rainfall & Severe Thunderstorms,T,1,MET,1,,,,,,,,,,,,,1
1405,M1405,1989,August,25,County Antrim (NI),,Very heavy Thundery Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1406,M1406,1989,September,10,Southern England & London,Motorists in London forced to abandon cars,Locally Severe Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,1,
1407,M1407,1989,October,20,Western Wales,Widespread,Gales & Heavy Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1408,M1408,1989,November,0,,,,,,MET,,,,,,,,,,,,,,
1409,M1409,1989,December,14,Southern coast England,Widespread,Strong winds & exceptionally high Tide,C,1,MET,1,,,1,,,,,,,,1,1,
1410,M1410,1989,December,16,Plymouth (Devon),Worst flooding in years,Gales & Rainfall,T,1,MET,,1,,1,,,,,,,,,1,
1411,M1411,1990,January,29,Southern & Western England esp. river Severn,Extensive flooding in several areas,Heavy Rainfall,T,1,MET,1,,,1,,,1,,1,,,1,1,
1412,M1412,1990,February,3,South-eastern England,,Prolonged Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1413,M1413,1990,February,6,Wye & Severn & Thames Valleys,Widespread,Rainfall,T,1,MET,1,,,1,,,1,,,,,1,,
1414,M1414,1990,February,19,North-Western England & Northern Wales,,Very Heavy Rainfall,T,1,MET,1,,,1,,1,,,1,,,,,
1415,M1415,1990,February,26,Several British coasts esp. Toywn (Wales),Severe flooding & wave damage with disaster at Toywn when defences were overwhelmed,Strong winds & spring Tide,C,1,MET,,,1,1,,1,,,,1,1,,,
1416,M1416,1990,March,0,,,,,,MET,,,,,,,,,,,,,,
1417,M1417,1990,April,0,,,,,,MET,,,,,,,,,,,,,,
1418,M1418,1990,May,0,,,,,,MET,,,,,,,,,,,,,,
1419,M1419,1990,June,27,Keyworth (Nottinghamshire),,Severe Thunderstorm,T,1,MET,1,,,1,,,1,,,,,,,
1420,M1420,1990,July,0,,,,,,MET,,,,,,,,,,,,,,
1421,M1421,1990,August,0,,,,,,MET,,,,,,,,,,,,,,
1422,M1422,1990,September,0,,,,,,MET,,,,,,,,,,,,,,
1423,M1423,1990,October,0,,,,,,MET,,,,,,,,,,,,,,
1424,M1424,1990,November,0,,,,,,MET,,,,,,,,,,,,,,
1425,M1425,1990,December,0,,,,,,MET,,,,,,,,,,,,,,
1426,M1426,1991,January,1,Southern Scotland,Many areas [Widespread],Heavy Rainfall & Snowmelt,T,1,MET,1,,,,,,,,,,1,,,
1427,M1427,1991,January,5,Western Britain & Southern England from Strathclyde to Sussex,Considerable flooding with extensive & costly damage as sea defences breached with distruption to power supplies & transport,Gales & high Tides,C,1,MET,1,,,1,,1,1,,1,1,1,1,1,
1428,M1428,1991,February,0,,,,,,MET,,,,,,,,,,,,,,
1429,M1429,1991,March,0,,,,,,MET,,,,,,,,,,,,,,
1430,M1430,1991,April,0,,,,,,MET,,,,,,,,,,,,,,
1431,M1431,1991,May,0,,,,,,MET,,,,,,,,,,,,,,
1432,M1432,1991,June,23,Southern & Western England esp. Plymouth & Torquay & Devon & Bridport (Dorset),Extensive,Torrential Rainfall,T,1,MET,1,,,1,,,1,,1,,,1,1,
1433,M1433,1991,July,0,,,,,,MET,,,,,,,,,,,,,,
1434,M1434,1991,August,1,East Anglia & South-Eastern England,Disrupting traffic,Thunderstorms,T,1,MET,1,,,1,1,,,,,,,1,,
1435,M1435,1991,September,0,,,,,,MET,,,,,,,,,,,,,,
1436,M1436,1991,October,31,Birmingham & Bidston (Merseyside),Serious Localised flooding on roads in Birmingham city centre,Torrential Rainfall,T,1,MET,1,,,1,1,,1,,1,,,,,
1437,M1437,1991,November,0,,,,,,MET,,,,,,,,,,,,,,
1438,M1438,1991,December,21,Sheffield & Manchester & Severn Valley & Welsh marshes,Bridges washed away & roads flooded & railways blocked,Heavy Rainfall & gales,T,1,MET,1,,,1,,1,1,1,1,,,,,
1439,M1439,1992,January,1,Western Scotland,Extensive,Very Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1440,M1440,1992,February,0,,,,,,MET,,,,,,,,,,,,,,
1441,M1441,1992,March,0,,,,,,MET,,,,,,,,,,,,,,
1442,M1442,1992,April,0,,,,,,MET,,,,,,,,,,,,,,
1443,M1443,1992,May,0,,,,,,MET,,,,,,,,,,,,,,
1444,M1444,1992,June,8,Western Wales,Flash floods in parts,Heavy Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1445,M1445,1992,June,9,London,Minor roads in the South & East suffered flash floods,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1446,M1446,1992,June,10,Manchester,Flash floods,Violent Thunderstorms,T,1,MET,1,,,1,,,,,1,,,,,
1447,M1447,1992,July,20,Solent incl. Southampton & Portsmouth & Isle of Wight,,Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,,
1448,M1448,1992,August,29,[Unspecified] Many places,Severe flooding in many places,Torrential Rainfall,T,1,MET,,1,,,,,,,,,,,,1
1449,M1450,1992,September,13,Dumfries & Galloway (Scotland),Roads flooded,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1450,M1449,1992,September,22,Bedfordshire & Northern London & East Anglia & Berkshire,Serious (reported worst in 40 years in Bedfordshire) with several underground stations closed & flooded substation causing loss of power to 50000 in London,Rainfall,T,1,MET,,,1,1,1,,,,,,,1,,
1451,M1451,1992,October,3,Kimbolton (Cambridgeshire),Severe,Heavy Rainfall,T,1,MET,,1,,1,1,,,,,,,,,
1452,M1452,1992,October,24,Merseyside,Severe,Heavy Rainfall,T,1,MET,,1,,1,,,,,1,,,,,
1453,M1453,1992,November,11,Jersey & Thames Valley,Widespread,Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1454,M1454,1992,November,21,Central and Northern Wales,Badly affected,Prolonged Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1455,M1455,1992,November,25,Southern England,Much of Southern England had floods [widespread],Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1456,M1456,1992,November,29,Wales & Western & South-Western England,Worst floods in 20 years in parts of Wales with devastation to roads & railways & homes,Rainfall,T,1,MET,,1,,1,,1,,,,,,,,
1457,M1457,1992,December,1,Southern Wales & Western England,Countless flooded roads & properties & massive distruption to transport,Heavy Rainfall,T,1,MET,1,,,1,,1,1,,1,,,,1,
1458,M1458,1993,January,11,Scotland,,Snowmelt,T,1,MET,1,,,,,,,,,,1,,,
1459,M1459,1993,January,10,Strathclyde,Serious [with death of 1 canoeist],High Tides & gales,C,1,MET,,,1,,,,,,,,1,,,
1460,M1460,1993,January,10,Southern England & Merseyside & Cumbria & Lancashire & Surrey & Berkshire,Serious in Southern resorts,Snowmelt & Heavy Rainfall,T,1,MET,,,1,1,,,,,1,,,1,1,
1461,M1461,1993,January,17,Perth & Tayside & Fife (Scotland) & Central Scotland,Highest flood since 1814 at Perth & large areas of Tayside flooded,Rainfall,T,1,MET,,1,,,,,,,,,1,,,
1462,M1462,1993,February,20,East Anglia & Kent,Many people abandoned homes,Strong winds & very high Tide,C,1,MET,1,,,1,1,,,,,,,1,,
1463,M1463,1993,March,0,,,,,,MET,,,,,,,,,,,,,,
1464,M1464,1993,April,0,,,,,,MET,,,,,,,,,,,,,,
1465,M1465,1993,May,0,,,,,,MET,,,,,,,,,,,,,,
1466,M1466,1993,June,0,,,,,,MET,,,,,,,,,,,,,,
1467,M1467,1993,July,0,,,,,,MET,,,,,,,,,,,,,,
1468,M1468,1993,August,0,,,,,,MET,,,,,,,,,,,,,,
1469,M1469,1993,September,0,,,,,,MET,,,,,,,,,,,,,,
1470,M1470,1993,October,0,,,,,,MET,,,,,,,,,,,,,,
1471,M1471,1993,November,0,,,,,,MET,,,,,,,,,,,,,,
1472,M1472,1993,December,0,,,,,,MET,,,,,,,,,,,,,,
1540,C68,1994,January,0,Southern Britain esp. Chichester,Widespread flood warnings & substantial inundations & persistent in Chichester,River flow (run-off),T,1,CEH,1,,,1,0,1,0,0,0,,,1,1,
1541,C69,1994,February,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1542,C70,1994,March,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1543,C71,1994,April,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1544,C72,1994,May,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1545,C73,1994,June,0,Hambledon lock (Berkshire),Localised flooding,River flow (Rainfall),T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1546,C74,1994,July,0,Northern England & Southern Scotland,Localised flooding,Rainfall,T,1,CEH,1,,,1,0,,0,1,1,,1,0,0,
1547,C75,1994,August,0,South-Eastern England,Localised flooding,Thunderstorms,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1548,C76,1994,August,0,Beccles & Bungay (Sussex),Severe surface flooding,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1549,C77,1994,September,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1550,C78,1994,October,0,South-Western England & south Wales esp. Weare Gifford (Devon),Significant with Severe Localised flooding,Rainfall,T,1,CEH,1,,,1,0,1,0,0,0,,,0,1,
1551,C79,1994,November,0,North Wales & Northern England,Minor flooding reported,River flow (Rainfall),T,1,CEH,1,,,1,0,1,0,1,1,0,,0,0,
1552,C80,1994,December,0,Wales,Floodplain inundation widespread,Rainfall,T,1,CEH,1,,,,0,1,0,0,0,,,0,0,
1553,C81,1994,December,0,Stratchclyde area esp. Glasgow (Scotland),Devastating with unprecedented damage in Glasgow and 3 fatalities & estimated £100million damage,Sustained heavy Rainfall,T,1,CEH,,,1,,0,,0,0,0,,1,0,0,
1554,C82,1994,December,0,Wales & South-Western England,Widespread,River flow (Rainfall),T,1,CEH,1,,,1,0,1,0,0,0,,,0,1,
1555,C83,1995,January,0,Britain esp. North-east England,Widespread & extensive & protracted in many areas,Rainfall,T,1,CEH,1,,,1,0,1,0,1,0,,1,0,0,
1556,C84,1995,February,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1557,C85,1995,March,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1558,C86,1995,April,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1559,C87,1995,May,0,[Unspecified],Very Localised mainly urban flooding,Intense storms,T,1,CEH,1,,,,0,,0,0,0,,,0,0,1
1560,C88,1995,June,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1561,C89,1995,July,0,[Unspecified],Localised urban flooding common,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,,0,0,1
