policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,segment,model,ncap_rating,is_parking_sensors,target
74,4,37,19,6112,1,0,0,0,1,0
5,63,29,20,8794,3,4,5,3,1,0
25,46,54,20,8794,1,2,7,2,1,0
44,12,41,11,27003,1,0,0,0,1,0
86,4,32,20,8794,3,4,5,3,1,1
30,12,33,11,27003,1,2,7,2,1,0
3,8,33,15,4076,1,0,0,0,1,0
3,0,52,4,5410,1,2,7,2,1,0
30,21,34,11,27003,1,3,3,2,1,0
10,0,44,17,34738,3,4,5,3,1,0
49,63,34,17,34738,1,2,7,2,1,0
42,8,29,15,4076,1,0,0,0,1,0
0,84,29,19,6112,3,4,5,3,1,0
8,4,53,21,17804,1,0,0,0,1,0
96,12,40,19,6112,5,3,10,4,1,0
36,8,34,15,4076,1,0,0,0,1,0
23,25,37,11,27003,1,2,8,0,1,0
9,0,23,20,8794,1,0,0,0,1,0
88,46,36,5,7788,1,2,8,0,1,1
92,79,44,4,5410,3,4,5,3,1,0
35,4,36,0,4990,1,0,0,0,1,0
7,33,29,19,6112,1,1,9,2,1,0
78,37,33,17,34738,1,2,7,2,1,0
11,63,34,20,8794,3,4,5,3,1,0
37,29,27,20,8794,1,0,0,0,1,0
29,0,36,17,34738,1,0,0,0,1,0
95,75,59,20,8794,3,4,5,3,1,0
17,46,34,11,27003,1,2,7,2,1,0
91,46,36,20,8794,1,1,9,2,1,0
49,12,23,11,27003,1,0,0,0,1,0
73,37,59,6,290,3,4,5,3,1,0
75,12,42,15,4076,1,0,0,0,1,0
16,8,29,1,73430,1,0,0,0,1,0
94,8,34,20,8794,1,2,7,2,1,1
73,12,34,1,73430,3,4,5,3,1,0
47,29,35,20,8794,1,1,9,2,1,0
91,46,48,20,8794,4,2,6,5,1,0
7,4,24,17,34738,2,0,4,2,0,0
26,21,30,20,8794,4,2,6,5,1,0
91,8,52,20,8794,1,3,3,2,1,0
1,25,26,20,8794,1,2,7,2,1,0
85,50,41,10,27742,3,4,5,3,1,0
101,8,30,5,7788,4,2,6,5,1,0
13,8,26,15,4076,1,3,3,2,1,1
92,29,42,5,7788,2,0,4,2,0,0
45,29,26,11,27003,1,2,7,2,1,0
6,29,27,19,6112,3,4,5,3,1,0
80,8,30,6,290,1,0,0,0,1,0
14,4,41,11,27003,1,0,0,0,1,0
7,58,53,20,8794,3,4,5,3,1,0
54,50,27,20,8794,3,4,5,3,1,0
63,8,46,17,34738,1,0,0,0,1,0
10,21,42,1,73430,1,0,0,0,1,0
12,42,34,15,4076,3,4,5,3,1,0
3,42,37,20,8794,3,4,5,3,1,0
33,50,30,20,8794,1,2,8,0,1,0
0,16,45,0,4990,1,0,0,0,1,0
99,58,25,20,8794,1,2,7,2,1,0
9,4,31,14,16733,4,2,6,5,1,0
23,37,29,17,34738,1,3,3,2,1,0
7,37,23,17,34738,1,3,3,2,1,0
95,25,36,20,8794,1,2,7,2,1,0
8,12,28,15,4076,1,0,0,0,1,0
90,50,59,20,8794,5,3,10,4,1,0
93,29,26,1,73430,1,2,7,2,1,0
68,63,40,1,73430,3,4,5,3,1,0
29,25,29,2,6108,1,2,8,0,1,0
6,0,42,20,8794,1,0,0,0,1,0
3,0,44,15,4076,1,0,0,0,1,0
0,42,36,15,4076,3,4,5,3,1,0
2,42,36,11,27003,3,4,5,3,1,0
45,71,35,20,8794,3,4,5,3,1,0
10,21,24,20,8794,1,1,9,2,1,0
84,33,44,15,4076,3,4,5,3,1,0
8,37,23,11,27003,1,2,8,0,1,0
20,50,24,15,4076,1,1,9,2,1,0
78,71,35,20,8794,1,2,7,2,1,0
13,0,33,21,17804,1,0,0,0,1,0
19,8,34,15,4076,1,0,0,0,1,0
55,0,28,15,4076,1,0,0,0,1,0
16,21,36,14,16733,1,2,7,2,1,0
87,54,28,20,8794,3,4,5,3,1,0
100,16,50,4,5410,3,4,5,3,1,0
100,16,47,20,8794,3,4,5,3,1,0
0,25,36,21,17804,1,3,3,2,1,0
89,4,41,3,34791,1,2,7,2,1,1
78,63,26,0,4990,1,2,7,2,1,0
85,8,36,20,8794,1,2,8,0,1,0
103,46,31,20,8794,3,4,5,3,1,0
12,16,32,11,27003,1,0,0,0,1,0
30,12,24,11,27003,3,4,5,3,1,0
65,42,23,19,6112,1,2,8,0,1,0
37,16,32,17,34738,3,4,5,3,1,0
7,16,47,19,6112,5,3,10,4,1,0
97,4,59,18,13051,1,0,0,0,1,0
21,42,34,4,5410,1,0,0,0,1,0
2,0,50,11,27003,1,0,0,0,1,0
7,16,41,11,27003,3,4,5,3,1,0
51,33,42,20,8794,1,0,0,0,1,0
41,50,46,20,8794,3,4,5,3,1,0
8,33,28,1,73430,1,2,7,2,1,0
99,63,33,20,8794,3,4,5,3,1,0
58,25,38,20,8794,1,2,8,0,1,1
16,8,33,20,8794,1,0,0,0,1,0
33,0,26,8,65567,1,0,0,0,1,0
42,16,47,11,27003,3,4,5,3,1,0
70,58,37,3,34791,1,2,7,2,1,0
9,0,59,15,4076,1,0,0,0,1,1
1,4,40,20,8794,1,2,7,2,1,0
8,16,30,17,34738,4,2,6,5,1,0
2,4,27,11,27003,1,0,0,0,1,0
63,16,32,15,4076,2,0,4,2,0,0
19,33,25,5,7788,3,4,5,3,1,0
89,63,37,5,7788,1,2,7,2,1,0
48,42,30,17,34738,1,2,7,2,1,0
81,4,23,19,6112,1,2,7,2,1,0
102,42,23,15,4076,1,2,7,2,1,1
87,58,37,21,17804,3,4,5,3,1,0
8,58,30,11,27003,3,4,5,3,1,0
56,4,24,0,4990,1,0,0,0,1,0
28,12,40,15,4076,1,1,9,2,1,0
21,12,43,11,27003,3,4,5,3,1,0
89,21,48,5,7788,3,4,5,3,1,0
85,25,24,5,7788,2,0,4,2,0,0
36,54,29,11,27003,3,4,5,3,1,0
44,33,23,15,4076,1,2,7,2,1,0
18,54,34,4,5410,3,4,5,3,1,0
44,58,33,1,73430,1,2,7,2,1,0
102,0,36,5,7788,3,4,5,3,1,0
19,46,41,11,27003,1,2,7,2,1,1
26,4,26,17,34738,1,0,0,0,1,0
88,12,26,20,8794,1,2,7,2,1,0
19,4,40,20,8794,1,2,7,2,1,0
84,33,37,1,73430,1,5,1,0,1,0
94,25,23,1,73430,1,2,7,2,1,0
84,58,37,4,5410,4,3,2,5,1,0
91,4,32,20,8794,3,4,5,3,1,1
7,0,29,15,4076,1,5,1,0,1,0
94,50,40,1,73430,1,5,1,0,1,0
7,0,30,11,27003,1,0,0,0,1,0
0,0,40,20,8794,1,5,1,0,1,0
6,8,26,17,34738,2,0,4,2,0,0
16,42,24,20,8794,1,2,8,0,1,0
4,29,32,20,8794,1,3,3,2,1,0
97,42,54,20,8794,1,2,7,2,1,0
88,105,37,20,8794,3,4,5,3,1,0
45,8,32,15,4076,1,2,8,0,1,0
5,29,37,17,34738,1,1,9,2,1,0
35,33,32,20,8794,1,1,9,2,1,0
91,67,34,20,8794,3,4,5,3,1,0
90,21,61,10,27742,3,4,5,3,1,0
39,0,32,20,8794,2,0,4,2,0,1
69,8,54,11,27003,4,2,6,5,1,1
86,50,32,4,5410,1,2,7,2,1,0
86,42,54,11,27003,1,2,7,2,1,0
49,33,41,21,17804,3,4,5,3,1,0
99,16,36,20,8794,1,2,7,2,1,0
85,63,54,20,8794,1,2,7,2,1,1
16,0,40,13,3264,1,2,7,2,1,0
58,58,35,5,7788,1,1,9,2,1,0
64,0,53,11,27003,3,4,5,3,1,0
85,29,70,21,17804,1,2,7,2,1,1
41,33,28,15,4076,1,1,9,2,1,0
12,4,38,20,8794,1,0,0,0,1,0
63,4,38,11,27003,3,4,5,3,1,0
79,33,28,20,8794,1,2,7,2,1,0
94,21,36,19,6112,1,0,0,0,1,0
27,0,34,15,4076,1,0,0,0,1,0
91,4,41,1,73430,1,2,7,2,1,0
87,25,42,11,27003,3,4,5,3,1,0
0,0,46,4,5410,1,3,3,2,1,0
32,4,26,17,34738,1,2,7,2,1,0
12,50,26,11,27003,1,2,7,2,1,0
66,42,31,11,27003,3,4,5,3,1,0
14,16,30,20,8794,1,2,7,2,1,0
82,12,52,15,4076,1,2,7,2,1,0
6,21,47,20,8794,1,2,7,2,1,0
1,25,44,17,34738,1,2,7,2,1,0
97,8,52,20,8794,1,2,7,2,1,0
100,21,33,5,7788,5,3,10,4,1,0
5,0,25,19,6112,1,0,0,0,1,0
100,58,43,4,5410,3,4,5,3,1,0
6,16,33,1,73430,2,0,4,2,0,0
41,8,48,15,4076,1,0,0,0,1,1
96,46,38,5,7788,1,2,7,2,1,0
91,21,40,20,8794,1,0,0,0,1,0
22,25,40,17,34738,1,0,0,0,1,0
13,33,30,5,7788,2,0,4,2,0,0
14,0,34,0,4990,1,0,0,0,1,1
22,29,36,1,73430,1,1,9,2,1,0
31,4,25,4,5410,3,4,5,3,1,0
87,21,23,11,27003,1,2,7,2,1,0
87,67,56,20,8794,2,0,4,2,0,0
17,12,41,17,34738,1,2,7,2,1,0
41,46,28,11,27003,2,0,4,2,0,0
48,117,39,4,5410,1,5,1,0,1,0
27,12,50,6,290,1,0,0,0,1,1
89,33,26,11,27003,3,4,5,3,1,0
5,21,38,20,8794,1,1,9,2,1,0
5,0,31,17,34738,1,0,0,0,1,0
45,50,43,11,27003,5,3,10,4,1,0
43,37,26,17,34738,1,2,7,2,1,0
91,33,50,20,8794,3,4,5,3,1,0
2,4,31,11,27003,1,0,0,0,1,0
32,0,30,1,73430,1,5,1,0,1,0
64,8,46,20,8794,1,2,7,2,1,0
96,71,33,4,5410,1,2,7,2,1,1
102,92,41,11,27003,2,0,4,2,0,0
103,4,38,10,27742,1,2,7,2,1,0
46,4,31,17,34738,1,5,1,0,1,0
7,0,42,2,6108,1,2,7,2,1,0
19,0,23,2,6108,1,0,0,0,1,0
86,33,26,3,34791,4,3,2,5,1,0
68,8,34,15,4076,1,1,9,2,1,0
102,21,27,17,34738,4,3,2,5,1,0
10,42,32,21,17804,3,4,5,3,1,0
72,50,31,20,8794,1,3,3,2,1,0
82,54,26,11,27003,2,0,4,2,0,0
86,42,58,20,8794,3,4,5,3,1,0
6,54,36,15,4076,3,4,5,3,1,0
7,37,34,6,290,3,4,5,3,1,0
55,58,64,20,8794,3,4,5,3,1,0
0,37,42,19,6112,1,2,7,2,1,0
0,25,29,1,73430,2,0,4,2,0,0
16,12,47,17,34738,1,0,0,0,1,0
44,4,30,15,4076,1,0,0,0,1,0
93,46,40,11,27003,3,4,5,3,1,0
92,4,33,15,4076,1,0,0,0,1,0
87,29,33,20,8794,3,4,5,3,1,0
41,12,39,15,4076,3,4,5,3,1,0
92,130,59,20,8794,3,4,5,3,1,0
97,8,33,5,7788,1,2,7,2,1,0
3,54,30,5,7788,1,2,7,2,1,0
65,0,30,1,73430,1,0,0,0,1,1
10,0,36,15,4076,1,0,0,0,1,0
68,12,29,11,27003,1,2,7,2,1,0
87,8,51,20,8794,1,2,8,0,1,1
27,75,34,11,27003,1,1,9,2,1,0
47,8,36,15,4076,1,0,0,0,1,0
7,42,43,19,6112,5,3,10,4,1,0
40,25,27,18,13051,3,4,5,3,1,0
84,4,49,4,5410,1,0,0,0,1,0
92,12,60,21,17804,1,2,7,2,1,0
77,54,31,4,5410,3,4,5,3,1,0
51,46,36,20,8794,1,1,9,2,1,0
41,12,30,1,73430,5,3,10,4,1,0
43,4,32,8,65567,3,4,5,3,1,0
81,33,25,20,8794,3,4,5,3,1,0
47,21,36,2,6108,4,3,2,5,1,0
86,4,46,1,73430,1,0,0,0,1,0
86,54,42,5,7788,1,1,9,2,1,0
100,33,37,5,7788,3,4,5,3,1,0
27,8,41,15,4076,1,0,0,0,1,0
91,71,36,20,8794,5,3,10,4,1,0
69,46,65,11,27003,1,2,7,2,1,0
98,46,25,16,21622,3,4,5,3,1,0
7,54,33,4,5410,3,4,5,3,1,0
61,29,32,11,27003,1,2,7,2,1,1
87,46,40,11,27003,1,2,7,2,1,0
49,12,34,15,4076,1,0,0,0,1,0
32,75,34,4,5410,1,2,7,2,1,0
78,29,32,20,8794,3,4,5,3,1,0
28,42,28,1,73430,3,4,5,3,1,0
37,21,29,1,73430,1,0,0,0,1,0
44,63,29,6,290,3,4,5,3,1,0
86,67,33,20,8794,3,4,5,3,1,0
91,12,46,5,7788,1,0,0,0,1,0
22,4,30,17,34738,1,0,0,0,1,0
79,4,30,17,34738,1,0,0,0,1,0
7,46,37,15,4076,2,0,4,2,0,0
43,58,29,4,5410,1,2,7,2,1,0
33,8,36,20,8794,3,4,5,3,1,0
49,50,41,21,17804,3,4,5,3,1,0
93,151,42,11,27003,3,4,5,3,1,0
18,29,26,5,7788,1,2,7,2,1,0
5,12,35,17,34738,1,1,9,2,1,0
12,21,34,11,27003,1,2,7,2,1,0
12,4,34,2,6108,5,3,10,4,1,0
97,54,43,4,5410,2,0,4,2,0,0
74,58,31,3,34791,3,4,5,3,1,0
3,8,37,2,6108,1,0,0,0,1,0
51,58,33,15,4076,3,4,5,3,1,0
94,54,36,11,27003,5,3,10,4,1,0
8,25,31,19,6112,3,4,5,3,1,0
99,29,40,11,27003,3,4,5,3,1,0
89,12,48,2,6108,1,2,7,2,1,0
12,25,42,1,73430,1,0,0,0,1,0
23,12,25,1,73430,3,4,5,3,1,0
17,12,48,17,34738,1,0,0,0,1,0
102,58,52,20,8794,1,2,7,2,1,0
99,25,44,15,4076,1,2,8,0,1,0
25,0,27,18,13051,1,0,0,0,1,0
37,42,38,2,6108,1,1,9,2,1,0
33,25,51,3,34791,2,0,4,2,0,0
6,37,31,20,8794,1,2,7,2,1,0
23,37,23,21,17804,1,0,0,0,1,0
6,8,50,11,27003,1,0,0,0,1,0
63,16,50,17,34738,1,0,0,0,1,0
93,0,26,11,27003,1,0,0,0,1,0
93,21,32,4,5410,3,4,5,3,1,0
23,0,32,17,34738,3,4,5,3,1,0
11,4,33,11,27003,1,0,0,0,1,0
52,4,47,17,34738,1,0,0,0,1,0
85,54,29,5,7788,1,2,7,2,1,0
88,46,39,1,73430,3,4,5,3,1,0
13,0,37,7,16206,1,0,0,0,1,1
7,12,28,4,5410,1,1,9,2,1,0
100,33,52,11,27003,1,2,7,2,1,0
100,33,55,17,34738,1,2,7,2,1,0
28,21,27,5,7788,1,5,1,0,1,0
23,12,33,19,6112,1,0,0,0,1,0
74,0,34,11,27003,1,0,0,0,1,0
49,4,24,11,27003,1,0,0,0,1,0
74,16,34,11,27003,1,0,0,0,1,0
7,63,30,15,4076,1,2,8,0,1,0
98,46,29,4,5410,3,4,5,3,1,0
16,0,27,5,7788,1,0,0,0,1,0
86,4,56,15,4076,1,2,7,2,1,0
7,33,42,17,34738,1,2,7,2,1,0
6,71,33,3,34791,1,2,7,2,1,0
33,8,32,18,13051,1,0,0,0,1,0
81,0,33,19,6112,1,0,0,0,1,0
94,63,36,20,8794,1,2,7,2,1,0
97,33,27,11,27003,1,2,8,0,1,0
33,37,46,15,4076,3,4,5,3,1,0
24,4,35,20,8794,3,4,5,3,1,0
23,71,37,21,17804,1,2,7,2,1,0
20,8,39,11,27003,1,0,0,0,1,0
0,4,23,18,13051,1,0,0,0,1,0
94,42,53,18,13051,3,4,5,3,1,0
8,42,34,17,34738,1,2,7,2,1,0
63,8,43,15,4076,1,0,0,0,1,0
50,21,31,17,34738,1,0,0,0,1,0
86,21,41,20,8794,3,4,5,3,1,0
50,58,45,20,8794,1,2,7,2,1,0
8,21,23,20,8794,3,4,5,3,1,0
102,21,58,10,27742,1,2,7,2,1,0
7,54,37,1,73430,1,2,7,2,1,0
93,16,40,20,8794,3,4,5,3,1,0
77,58,41,17,34738,1,2,7,2,1,0
7,46,37,17,34738,3,4,5,3,1,0
85,46,52,15,4076,3,4,5,3,1,0
13,50,43,4,5410,3,4,5,3,1,0
7,42,24,11,27003,1,1,9,2,1,0
99,8,56,20,8794,3,4,5,3,1,0
46,8,41,0,4990,1,0,0,0,1,0
68,46,27,17,34738,3,4,5,3,1,0
102,16,40,2,6108,1,2,7,2,1,0
20,8,26,15,4076,1,1,9,2,1,0
86,50,44,11,27003,1,2,7,2,1,0
89,4,44,3,34791,5,3,10,4,1,0
12,4,64,19,6112,1,1,9,2,1,0
76,16,36,19,6112,3,4,5,3,1,1
33,8,32,4,5410,3,4,5,3,1,0
98,42,38,20,8794,3,4,5,3,1,0
84,29,58,20,8794,1,2,7,2,1,0
43,4,31,1,73430,1,0,0,0,1,0
10,21,50,15,4076,1,0,0,0,1,0
24,29,34,1,73430,1,1,9,2,1,0
103,21,38,4,5410,1,2,7,2,1,0
98,25,46,20,8794,1,2,7,2,1,0
12,21,56,6,290,1,0,0,0,1,0
68,12,25,4,5410,3,4,5,3,1,0
87,21,35,1,73430,1,2,7,2,1,0
88,50,30,2,6108,1,0,0,0,1,0
100,21,33,17,34738,1,1,9,2,1,0
62,8,37,15,4076,1,0,0,0,1,0
7,58,26,6,290,1,2,7,2,1,0
95,37,36,20,8794,1,2,7,2,1,0
79,46,36,20,8794,1,2,7,2,1,0
7,4,53,17,34738,3,4,5,3,1,0
0,58,56,20,8794,1,2,7,2,1,0
89,71,40,5,7788,3,4,5,3,1,0
55,84,44,1,73430,2,0,4,2,0,0
12,37,34,1,73430,1,2,7,2,1,0
67,0,52,21,17804,1,0,0,0,1,0
18,0,40,21,17804,1,0,0,0,1,0
2,12,28,2,6108,3,4,5,3,1,0
103,21,50,21,17804,1,3,3,2,1,0
6,63,33,15,4076,3,4,5,3,1,0
91,58,34,20,8794,3,4,5,3,1,1
87,92,28,4,5410,1,2,8,0,1,0
100,8,31,5,7788,1,0,0,0,1,1
2,33,43,10,27742,1,1,9,2,1,0
102,29,30,5,7788,1,2,7,2,1,0
103,37,40,5,7788,1,1,9,2,1,0
85,37,26,20,8794,3,4,5,3,1,0
46,79,33,17,34738,1,0,0,0,1,0
8,58,56,16,21622,1,1,9,2,1,0
100,12,34,11,27003,1,2,7,2,1,1
49,0,33,15,4076,1,0,0,0,1,0
103,54,29,5,7788,1,3,3,2,1,0
24,8,30,20,8794,1,0,0,0,1,0
4,0,31,15,4076,1,0,0,0,1,0
104,42,28,20,8794,2,0,4,2,0,0
86,29,31,10,27742,1,0,0,0,1,0
1,0,23,17,34738,1,0,0,0,1,1
103,21,43,5,7788,3,4,5,3,1,0
21,63,38,17,34738,3,4,5,3,1,0
93,29,59,14,16733,5,3,10,4,1,0
82,50,33,11,27003,1,2,7,2,1,0
7,8,29,11,27003,1,3,3,2,1,0
66,4,47,9,35036,1,0,0,0,1,0
87,54,59,20,8794,3,4,5,3,1,0
99,25,32,20,8794,3,4,5,3,1,0
50,8,37,15,4076,1,0,0,0,1,0
82,8,48,0,4990,1,0,0,0,1,0
49,63,26,20,8794,3,4,5,3,1,0
50,21,42,21,17804,1,0,0,0,1,0
25,75,24,2,6108,3,4,5,3,1,0
11,12,38,1,73430,1,0,0,0,1,0
6,33,33,3,34791,4,2,6,5,1,0
62,33,29,8,65567,3,4,5,3,1,0
100,8,38,20,8794,1,0,0,0,1,0
44,12,43,11,27003,1,2,7,2,1,1
1,33,25,6,290,3,4,5,3,1,0
6,4,26,17,34738,1,1,9,2,1,0
29,4,25,17,34738,1,0,0,0,1,0
14,4,34,4,5410,1,0,0,0,1,0
29,42,38,13,3264,3,4,5,3,1,0
84,25,23,11,27003,1,1,9,2,1,0
86,58,43,11,27003,3,4,5,3,1,0
24,12,29,20,8794,3,4,5,3,1,0
48,46,25,21,17804,1,2,7,2,1,0
7,42,40,4,5410,1,2,7,2,1,0
83,29,46,17,34738,1,2,7,2,1,0
0,54,33,11,27003,3,4,5,3,1,0
3,16,58,11,27003,1,0,0,0,1,0
93,46,43,11,27003,3,4,5,3,1,0
26,12,23,4,5410,1,2,7,2,1,0
93,29,40,4,5410,1,2,7,2,1,0
4,25,47,15,4076,1,0,0,0,1,0
2,12,46,21,17804,1,0,0,0,1,0
86,0,40,5,7788,1,0,0,0,1,0
83,25,40,20,8794,3,4,5,3,1,0
91,54,32,17,34738,1,2,7,2,1,0
63,25,38,20,8794,3,4,5,3,1,0
59,33,28,4,5410,1,2,7,2,1,0
90,50,63,11,27003,1,2,7,2,1,0
86,63,40,3,34791,3,4,5,3,1,0
84,67,59,20,8794,3,4,5,3,1,1
61,4,42,2,6108,1,0,0,0,1,0
100,25,26,11,27003,1,1,9,2,1,0
64,4,27,17,34738,3,4,5,3,1,0
92,4,43,21,17804,1,1,9,2,1,1
97,29,36,20,8794,4,2,6,5,1,0
18,8,33,8,65567,1,0,0,0,1,0
17,16,31,5,7788,1,0,0,0,1,0
52,50,35,17,34738,1,0,0,0,1,0
22,4,26,1,73430,3,4,5,3,1,0
93,25,31,20,8794,3,4,5,3,1,0
15,54,24,20,8794,3,4,5,3,1,0
97,29,26,20,8794,1,2,7,2,1,0
53,0,32,1,73430,1,0,0,0,1,0
6,4,46,17,34738,3,4,5,3,1,0
17,0,31,11,27003,1,0,0,0,1,0
46,29,23,17,34738,1,0,0,0,1,0
35,0,37,10,27742,1,0,0,0,1,0
3,29,33,20,8794,1,5,1,0,1,0
98,42,62,2,6108,1,2,8,0,1,0
93,79,41,11,27003,1,2,7,2,1,0
88,33,51,20,8794,3,4,5,3,1,0
71,0,30,15,4076,1,0,0,0,1,0
104,42,25,4,5410,1,2,7,2,1,0
87,58,37,5,7788,1,2,7,2,1,0
103,42,43,20,8794,3,4,5,3,1,0
60,63,37,8,65567,1,5,1,0,1,1
82,16,31,5,7788,1,2,7,2,1,0
52,33,23,17,34738,4,2,6,5,1,0
34,0,37,0,4990,1,0,0,0,1,0
81,63,38,11,27003,2,0,4,2,0,0
48,4,30,17,34738,1,0,0,0,1,0
44,33,30,15,4076,3,4,5,3,1,0
82,54,41,20,8794,1,1,9,2,1,0
63,0,39,16,21622,1,0,0,0,1,0
61,25,23,17,34738,1,1,9,2,1,0
23,8,24,16,21622,1,1,9,2,1,0
19,12,33,15,4076,1,0,0,0,1,0
94,21,43,4,5410,1,2,8,0,1,0
2,0,37,17,34738,1,0,0,0,1,0
79,4,41,6,290,1,5,1,0,1,0
29,54,47,20,8794,1,2,7,2,1,0
80,16,42,17,34738,1,0,0,0,1,0
7,58,35,1,73430,1,1,9,2,1,0
50,58,23,21,17804,3,4,5,3,1,0
92,58,32,5,7788,1,2,7,2,1,0
91,4,54,14,16733,1,2,7,2,1,0
7,29,46,20,8794,3,4,5,3,1,0
8,37,46,11,27003,3,4,5,3,1,0
0,63,28,11,27003,3,4,5,3,1,1
24,16,24,17,34738,1,0,0,0,1,0
102,37,43,20,8794,1,2,7,2,1,0
30,25,23,20,8794,5,3,10,4,1,0
56,21,43,11,27003,1,2,7,2,1,0
100,4,38,10,27742,4,2,6,5,1,0
7,42,26,20,8794,5,3,10,4,1,0
90,8,42,5,7788,1,2,8,0,1,1
97,71,33,5,7788,3,4,5,3,1,0
21,4,24,5,7788,1,2,7,2,1,0
40,67,28,20,8794,1,3,3,2,1,0
86,50,40,21,17804,2,0,4,2,0,0
90,50,29,17,34738,3,4,5,3,1,0
60,84,28,17,34738,3,4,5,3,1,0
5,12,43,15,4076,1,0,0,0,1,0
91,29,32,15,4076,1,0,0,0,1,0
49,4,23,17,34738,1,0,0,0,1,0
71,8,30,4,5410,1,1,9,2,1,0
83,12,41,13,3264,4,2,6,5,1,1
3,12,45,1,73430,3,4,5,3,1,0
73,46,29,20,8794,1,2,7,2,1,0
44,8,53,17,34738,1,0,0,0,1,0
93,42,39,4,5410,3,4,5,3,1,0
90,46,33,17,34738,1,3,3,2,1,0
40,33,43,20,8794,1,2,7,2,1,0
95,67,27,20,8794,1,2,7,2,1,0
102,126,27,20,8794,3,4,5,3,1,0
8,25,38,3,34791,3,4,5,3,1,0
71,58,31,20,8794,1,2,7,2,1,0
39,16,23,5,7788,5,3,10,4,1,0
56,21,36,17,34738,3,4,5,3,1,0
33,4,26,17,34738,4,2,6,5,1,0
85,25,37,21,17804,3,4,5,3,1,1
61,58,28,2,6108,1,2,7,2,1,0
27,8,40,20,8794,1,2,7,2,1,0
44,8,36,15,4076,1,0,0,0,1,0
43,37,27,20,8794,1,2,7,2,1,0
4,8,33,17,34738,1,1,9,2,1,0
13,12,30,20,8794,3,4,5,3,1,0
100,71,36,20,8794,3,4,5,3,1,0
42,8,49,5,7788,1,2,7,2,1,0
28,12,56,15,4076,1,0,0,0,1,0
96,4,31,15,4076,1,1,9,2,1,0
95,37,48,4,5410,1,2,7,2,1,0
76,46,47,4,5410,1,2,7,2,1,0
90,12,28,10,27742,5,3,10,4,1,0
96,46,56,20,8794,3,4,5,3,1,0
12,50,23,20,8794,1,2,8,0,1,0
104,33,60,2,6108,1,2,7,2,1,0
92,71,40,3,34791,1,1,9,2,1,0
73,21,36,11,27003,1,0,0,0,1,0
45,0,45,16,21622,1,0,0,0,1,0
40,16,47,21,17804,1,2,7,2,1,0
71,42,26,20,8794,3,4,5,3,1,0
8,21,24,11,27003,3,4,5,3,1,0
0,0,46,15,4076,1,0,0,0,1,1
38,58,43,17,34738,1,2,7,2,1,0
102,67,62,20,8794,1,2,7,2,1,0
74,8,37,2,6108,1,0,0,0,1,0
6,4,33,20,8794,3,4,5,3,1,0
94,75,30,9,35036,3,4,5,3,1,0
84,8,39,11,27003,1,2,7,2,1,0
0,25,30,15,4076,1,2,7,2,1,0
7,12,28,13,3264,1,2,7,2,1,0
92,12,41,20,8794,3,4,5,3,1,0
19,21,38,19,6112,1,0,0,0,1,0
2,4,30,17,34738,1,0,0,0,1,0
22,0,23,15,4076,1,2,7,2,1,0
5,0,26,17,34738,1,0,0,0,1,0
88,8,53,20,8794,3,4,5,3,1,0
85,4,59,20,8794,1,2,7,2,1,0
30,50,53,2,6108,2,0,4,2,0,0
7,12,47,1,73430,1,1,9,2,1,0
76,96,33,17,34738,4,3,2,5,1,0
15,0,33,11,27003,1,0,0,0,1,0
19,8,56,11,27003,1,2,7,2,1,0
104,46,62,20,8794,3,4,5,3,1,0
94,8,23,16,21622,1,2,7,2,1,0
17,75,67,11,27003,5,3,10,4,1,0
31,21,62,0,4990,1,0,0,0,1,0
74,42,40,11,27003,3,4,5,3,1,1
90,16,38,3,34791,1,2,7,2,1,0
100,21,28,4,5410,2,0,4,2,0,0
5,84,39,5,7788,1,2,7,2,1,0
12,63,40,11,27003,1,5,1,0,1,0
62,33,37,21,17804,1,2,8,0,1,0
6,25,35,19,6112,1,0,0,0,1,0
101,21,53,17,34738,1,2,7,2,1,0
35,0,43,20,8794,1,2,8,0,1,0
27,16,29,20,8794,1,3,3,2,1,1
30,4,26,5,7788,5,3,10,4,1,0
2,8,37,6,290,5,3,10,4,1,0
8,8,23,15,4076,1,1,9,2,1,0
28,33,24,17,34738,1,0,0,0,1,0
89,4,41,11,27003,5,3,10,4,1,0
88,8,36,15,4076,1,1,9,2,1,0
55,12,46,17,34738,1,2,7,2,1,0
48,4,50,21,17804,1,0,0,0,1,0
7,42,28,11,27003,1,2,7,2,1,0
40,8,30,17,34738,1,0,0,0,1,0
4,16,28,20,8794,5,3,10,4,1,0
2,16,31,20,8794,1,2,7,2,1,0
69,29,44,17,34738,3,4,5,3,1,0
2,8,61,3,34791,3,4,5,3,1,0
7,0,42,17,34738,1,0,0,0,1,0
19,4,33,10,27742,1,0,0,0,1,0
20,0,32,2,6108,1,0,0,0,1,0
35,37,42,20,8794,1,3,3,2,1,1
7,0,31,17,34738,1,2,7,2,1,0
103,54,48,11,27003,1,2,7,2,1,0
100,8,59,19,6112,1,2,7,2,1,0
72,0,40,0,4990,1,0,0,0,1,0
0,16,26,15,4076,5,3,10,4,1,0
8,54,26,0,4990,4,2,6,5,1,0
42,50,56,20,8794,1,2,7,2,1,0
25,50,35,15,4076,1,5,1,0,1,0
30,63,35,1,73430,3,4,5,3,1,0
